5.21596	-0.226788
8.07894	-0.38951
8.67133	-0.360489
8.18338	-0.423753
7.87519	-0.50825
7.93486	-0.396848
7.51094	-0.401215
7.94281	-0.471342
8.12603	-0.345476
7.60079	-0.447538
6.94139	-0.357595
7.23084	-0.374184
13.9293	-1.00626
30.0075	-1.57592
26.9645	-1.66795
30.1333	-1.64255
52.3544	-1.48129
67.332	-1.03821
65.0618	-1.07535
69.3169	-1.18323
78.592	-1.09335
119.076	-0.929712
243.862	-0.902669
398.878	-0.931747
538.023	-0.952279
658.983	-0.877605
696.807	-0.81314
700.022	-0.753726
751.573	-0.76856
768.872	-0.835832
654.897	-0.973163
511.261	-1.42924
509.191	-1.43686
512.135	-1.34197
543.775	-1.28684
596.157	-1.1266
589.067	-1.12892
510.935	-1.22251
357.207	-1.50382
268.846	-1.49074
213.343	-1.47316
154.819	-1.66895
88.2303	-1.63475
88.9642	-0.893412
101.221	-0.260441
133.301	0.154258
142.895	0.336759
189.534	0.290808
148.038	0.370297
119.086	0.271717
119.75	0.190699
108.782	0.0430663
110.781	0.182757
109.253	0.40206
115.253	0.560993
189.988	0.0793798
141.288	0.0178396
87.1707	-0.478583
1144.97	-0.522443
1566.97	-0.385897
1495.17	-0.33763
1433.11	-0.357682
1285.64	-0.367488
1212.58	-0.465434
964.354	-0.649141
527.565	-0.778492
163.397	-0.694914
72.2727	-0.71483
57.172	-0.559565
43.7983	-0.507908
36.8015	-0.296988
33.6777	-0.435134
28.4925	-0.551706
25.2212	-0.487712
22.463	-0.235035
19.2565	-0.305471
18.6535	-0.37247
16.5807	-0.209217
12.8894	-0.417385
12.7805	-0.388713
10.7216	-0.302175
9.25315	-0.318968
11.2873	-0.272547
10.9653	-0.477939
9.39708	-0.297611
9.76748	-0.364494
8.29557	-0.302086
9.20138	-0.152703
74.5964	0.446631
270	0.226309
382.815	-0.0544946
342.86	-0.516673
874.003	-0.442141
813.369	-0.696874
818.347	-0.768328
837.143	-0.846952
866.883	-0.908037
977.864	-0.815303
861.551	-0.748584
407.945	-0.927434
134.567	-0.622555
51.3769	-0.943233
44.7164	-0.899292
35.3285	-0.772673
31.9539	-0.923278
23.3386	-1.11273
21.9118	-0.982003
18.0115	-0.92404
16.1914	-0.988249
23.8908	-0.870221
27.7135	-1.29537
14.7746	-0.923171
13.3586	-0.764386
12.5714	-0.759634
21.1003	-1.01367
69.9433	-1.60134
421.094	-1.21798
528.916	-1.23763
587.693	-1.22123
643.05	-1.22193
685.692	-1.22008
1077.05	-1.08787
967.015	-0.994628
669.145	-0.956795
518.146	-1.03258
353.6	-1.41859
266.033	-1.80097
268.565	-1.75877
202.779	-1.89617
173.915	-1.9858
191.189	-2.02126
216.404	-2.00261
148.512	-2.08657
107.827	-2.03985
81.5396	-2.10255
74.9362	-1.89348
85.3969	-0.779453
86.9672	-0.187819
77.9388	0.11307
90.1482	0.173605
109.205	0.145195
113.144	-0.00880604
118.456	-0.186411
143.433	-0.792071
229.696	-1.05462
529.547	-0.974304
925.127	-0.852173
508.922	-1.2256
419.655	-1.2778
390.873	-1.57795
264.626	-1.55264
167.152	-1.55026
215.956	-1.48597
206.924	-1.59931
136.521	-1.57837
150.914	-1.56043
195.589	-1.58507
154.024	-1.54975
120.951	-1.48608
191.642	-1.42415
167.226	-1.56528
123.013	-0.993509
105.704	-1.25801
55.4384	-1.45477
30.5115	-1.63817
30.0088	-1.62544
34.3342	-1.68139
48.0049	-1.26935
81.3573	-1.37331
127.664	-1.20716
187.155	-1.10236
311.969	-1.00094
289.383	-1.35675
286.237	-1.23123
228.898	-1.17936
283.86	-1.28982
296.402	-1.1874
165.39	-1.19082
185.333	-1.16
147.446	-1.5724
83.1535	-1.43339
84.1716	-1.41378
104.152	-1.51537
68.1803	-1.56453
66.5288	-1.56602
83.0094	-1.79947
73.8962	-1.70259
77.8153	-1.6817
103.507	-2.08492
49.1647	-1.62245
56.026	-1.6074
43.6376	-1.28018
35.8887	-1.27851
33.4967	-1.38073
31.2979	-1.61679
26.841	-1.14995
26.8537	-1.24296
33.171	-1.49937
24.2233	-1.27008
21.9993	-1.51221
24.5163	-1.47381
21.2254	-0.972897
19.3525	-0.953323
20.6749	-1.02559
17.1574	-1.20844
4.54378	-0.393108
6.35776	-0.644536
7.00971	-0.325636
6.10107	-0.370616
6.20668	-0.358342
5.83854	-0.436922
6.13735	-0.517822
6.62654	-0.502997
6.36243	-0.258014
6.74363	-0.407253
8.61343	-0.458292
8.95046	-0.973745
65.7104	-1.65487
101.71	-1.72822
140.87	-1.71537
145.624	-1.67856
184.327	-1.65896
243.692	-1.54067
266.642	-1.53214
292.913	-1.40326
287.217	-1.4445
298.775	-1.47033
327.286	-1.41486
350.419	-1.3943
377.626	-1.35158
380.439	-1.39996
390.871	-1.40569
450.042	-1.40449
640.852	-1.40416
832.704	-1.28441
896.191	-1.18712
867.662	-1.2699
902.523	-1.22792
858.746	-1.23724
919.033	-1.20157
941.833	-1.17664
906.021	-1.17575
888.574	-1.20358
898.138	-1.15903
909.44	-1.21676
806.832	-1.33471
509.106	-1.86048
469.954	-1.72063
413.352	-1.77676
243.104	-1.99974
371.953	-1.74471
327.105	-1.94875
355.622	-1.85898
353.86	-1.77025
295.638	-1.78491
294.293	-1.80004
253.631	-1.9369
236.597	-1.95813
220.748	-2.07902
214.458	-2.00082
209.211	-1.94727
184.684	-1.88066
114.132	-1.93936
67.6732	-1.87115
50.0132	-1.75694
61.8397	-1.13608
74.9931	-0.813445
76.3769	-0.231835
115.547	0.44608
