1.65172	0.226788
2.08926	0.38951
2.16002	0.360489
2.10211	0.423753
2.06372	0.50825
2.07127	0.396848
2.01636	0.401215
2.07227	0.471342
2.09507	0.345476
2.02825	0.447538
1.9375	0.357595
1.97836	0.374184
2.634	1.00626
3.40145	1.57592
3.29452	1.66795
3.40563	1.64255
3.95804	1.48129
4.20964	1.03821
4.17534	1.07535
4.23869	1.18323
4.36427	1.09335
4.77976	0.929712
5.4966	0.902669
5.98866	0.931747
6.2879	0.952279
6.4907	0.877605
6.54651	0.81314
6.55111	0.753726
6.62217	0.76856
6.64492	0.835832
6.48448	0.973163
6.23688	1.42924
6.23282	1.43686
6.23859	1.34197
6.29853	1.28684
6.3905	1.1266
6.37854	1.12892
6.23624	1.22251
5.87832	1.50382
5.59414	1.49074
5.3629	1.47316
5.04225	1.66895
4.47995	1.63475
4.48823	0.893412
4.61731	0.260441
4.89261	-0.154258
4.96211	-0.336759
5.24457	-0.290808
4.99747	-0.370297
4.77984	-0.271717
4.78541	-0.190699
4.68935	-0.0430663
4.70755	-0.182757
4.69367	-0.40206
4.74713	-0.560993
5.24696	-0.0793798
4.9508	-0.0178396
4.46787	0.478583
7.04313	0.522443
7.3569	0.385897
7.31	0.33763
7.2676	0.357682
7.15901	0.367488
7.10051	0.465434
6.87146	0.649141
6.26827	0.778492
5.09618	0.694914
4.28045	0.71483
4.04606	0.559565
3.7796	0.507908
3.60554	0.296988
3.51684	0.435134
3.34964	0.551706
3.22769	0.487712
3.11187	0.235035
2.95785	0.305471
2.92603	0.37247
2.80824	0.209217
2.55641	0.417385
2.54792	0.388713
2.37226	0.302175
2.22496	0.318968
2.42368	0.272547
2.39473	0.477939
2.2404	0.297611
2.27906	0.364494
2.11572	0.302086
2.21935	0.152703
4.31209	-0.446631
5.59842	-0.226309
5.94755	0.0544946
5.83732	0.516673
6.77308	0.442141
6.70119	0.696874
6.70729	0.768328
6.72999	0.846952
6.7649	0.908037
6.88537	0.815303
6.75873	0.748584
6.01113	0.927434
4.90206	0.622555
3.93919	0.943233
3.80034	0.899292
3.56469	0.772673
3.46429	0.923278
3.15011	1.11273
3.08703	0.982003
2.89101	0.92404
2.78448	0.988249
3.1735	0.870221
3.32192	1.29537
2.69291	0.923171
2.59216	0.764386
2.53143	0.759634
3.04929	1.01367
4.24768	1.60134
6.04286	1.21798
6.27083	1.23763
6.37621	1.22123
6.46622	1.22193
6.53043	1.22008
6.98198	1.08787
6.87421	0.994628
6.506	0.956795
6.25026	1.03258
5.86817	1.41859
5.58362	1.80097
5.59309	1.75877
5.31211	1.89617
5.15857	1.9858
5.25326	2.02126
5.37715	2.00261
5.00067	2.08657
4.68053	2.03985
4.40109	2.10255
4.31664	1.89348
4.44731	0.779453
4.46553	0.187819
4.35592	-0.11307
4.50145	-0.173605
4.69323	-0.145195
4.72866	0.00880604
4.77454	0.186411
4.96587	0.792071
5.43676	1.05462
6.27202	0.974304
6.82993	0.852173
6.2323	1.2256
6.03943	1.2778
5.96838	1.57795
5.57832	1.55264
5.1189	1.55026
5.37507	1.48597
5.33235	1.59931
