-19.2363	-6.62814
-18.7475	-9.26064
-20.6568	-11.8725
-17.9876	-10.8101
-18.1576	-9.86726
-19.4706	-11.0121
-17.3465	-8.3495
-17.8556	-8.81514
-20.0206	-11.1463
-18.1266	-10.7962
-19.6	-9.94597
-17.7707	-7.70734
-8.32843	-4.28972
2.94204	-0.67251
3.27527	0.217611
3.65043	-0.963115
0.858977	0.0409391
-0.985663	3.46639
-0.537171	2.41007
-0.00308462	-0.448856
-0.656534	1.21503
-2.7261	0.408349
-6.32826	-6.07893
-9.33651	-12.6043
-11.8973	-14.762
-13.8852	-15.6601
-14.6106	-15.5046
-15.3298	-15.2479
-16.0342	-15.7877
-15.5404	-15.6918
-13.366	-16.3231
-11.0074	-19.6082
-10.7652	-20.1834
-13.2733	-16.7355
-14.169	-15.8972
-15.7382	-13.7802
-14.9984	-14.2646
-14.0007	-14.5931
-12.1932	-15.1011
-11.0004	-14.738
-10.0389	-13.1287
-8.01229	-15.5185
-6.74873	-11.3983
-17.801	-10.5013
-23.5653	-13.0505
-28.3848	-12.7007
-31.2091	-13.1027
-32.7549	-17.7082
-31.1721	-15.0409
-30.6786	-17.4081
-31.9016	-18.6591
-30.4338	-20.3288
-32.1851	-19.1077
-33.9282	-21.3028
-31.6297	-11.8974
-30.3418	-20.4431
-30.3948	-15.6441
-19.6451	-7.52402
-19.7196	-12.8659
-20.7385	-11.2622
-21.2688	-10.5105
-21.184	-10.4413
-20.9359	-9.95269
-20.4813	-10.7356
-18.8891	-11.4503
-15.9882	-10.6292
-15.71	-4.9591
-14.4534	-5.89304
-16.4314	-4.57769
-17.5141	-6.12904
-20.1374	-8.77941
-20.0336	-8.63702
-20.69	-13.2364
-19.9717	-10.5534
-20.5205	-8.44794
-20.7417	-6.64496
-20.3087	-11.0968
-22.3957	-9.51495
-19.8392	-8.76636
-21.0957	-9.84758
-21.0492	-9.38707
-19.8909	-6.47011
-20.6246	-9.68983
-20.347	-11.9346
-19.8089	-6.14053
-19.7822	-8.23173
-19.8071	-8.26649
-21.4549	-9.68519
-29.7687	-13.1012
-30.7575	-17.3439
-28.6654	-19.5622
-17.9386	-12.8351
-17.5141	-12.116
-14.5374	-14.5548
-14.5472	-15.696
-14.4413	-16.5082
-14.3946	-17.0162
-15.1896	-16.3714
-15.487	-15.099
-13.5676	-13.4367
-12.3257	-6.41531
-10.143	-8.79584
-14.4389	-15.7907
-14.708	-13.3336
-13.1476	-16.6907
-12.0281	-18.5718
-14.0635	-18.2001
-12.0267	-14.522
-13.9031	-14.3409
-18.877	-14.0046
-14.7791	-23.6964
-15.5065	-14.0174
-16.8752	-15.4679
-17.3336	-14.7069
-15.9659	-14.7754
-8.58852	-13.6294
-13.3305	-13.1915
-14.1742	-13.7627
-15.275	-13.6124
-16.0342	-13.9748
-15.641	-13.8532
-17.7134	-18.1909
-16.8192	-15.7751
-14.7923	-12.6413
-13.8382	-12.6662
-10.6307	-14.9708
-8.27637	-16.1562
-9.97252	-16.5057
-9.03336	-16.9213
-8.55558	-15.0236
-8.93019	-17.2599
-8.94647	-16.8245
-6.19875	-16.7708
-4.33551	-14.7336
-3.92137	-13.0692
-2.72137	-13.3037
-12.2343	-3.98739
-18.9293	-4.4386
